trade_id,interval,segment_id,engine,side,checkpoint_nominal_sec,checkpoint_actual_sec,move_usd,peak_favorable_usd,mae_usd,directional_m60_usd,directional_imb10,qacc,release_gate,checkpoint_pnl_inr_fixed_size,eventual_pnl_inr,potential_saved_exposure_sec
1s-s1-t19,1s,1,SECONDARY,BUY,60,60.075000047683716,1.1099999999996726,1.319999999999709,-1.1300000000001091,1.3999999999996362,0.02631578947368421,1.0547945205479452,False,4.465909335605142,9.293919428155592,1139.989000082016
1s-s1-t19,1s,1,SECONDARY,BUY,120,120.82100033760071,1.6000000000003638,1.769999999999527,-1.1300000000001091,0.4250000000001819,-0.1724137931034483,0.848780487804878,False,6.437346790064827,9.293919428155592,1079.242999792099
1s-s1-t19,1s,1,SECONDARY,BUY,300,300.0330002307892,1.519999999999527,4.380000000000109,-1.1300000000001091,-0.660000000000764,-0.3442622950819672,1.196078431372549,False,6.115479450558293,9.293919428155592,900.0309998989105
1s-s1-t20,1s,1,PRIMARY,SELL,60,60.89899969100952,1.3400000000001455,1.6099999999996726,-0.5900000000001455,1.6549999999997453,-0.2,0.9852941176470589,False,5.484681826931626,-3.8065329097369065,140.0550000667572
1s-s1-t20,1s,1,PRIMARY,SELL,120,120.99799990653992,0.7799999999997453,1.819999999999709,-0.5900000000001455,-0.5900000000001455,-0.3333333333333333,0.9171974522292994,False,3.1925759888095575,-3.8065329097369065,79.9559998512268
1s-s2-t1,1s,2,PRIMARY,SELL,60,60.776999950408936,0.23999999999978172,0.23999999999978172,-1.6599999999998545,0.5799999999999272,0.09090909090909091,0.9854014598540146,False,0.8921024999991941,14.385152812499683,841.2479999065399
1s-s2-t1,1s,2,PRIMARY,SELL,120,120.05900001525879,-1.6499999999996362,0.23999999999978172,-1.9399999999995998,-1.5399999999999636,0.09090909090909091,1.0232558139534884,False,-6.1332046874986865,14.385152812499683,781.9659998416901
1s-s2-t1,1s,2,PRIMARY,SELL,300,300.68300008773804,2.380000000000109,3.430000000000291,-1.9699999999993452,0.5749999999998181,0.06976744186046512,1.0078125,False,8.84668312500046,14.385152812499683,601.3419997692108
1s-s2-t2,1s,2,SECONDARY,SELL,60,60.99799990653992,-0.010000000000218279,0.4499999999998181,-1.5100000000002183,0.3100000000004002,0.19298245614035087,1.1793103448275861,False,-0.038249823961772615,-4.360479931548151,1139.0170001983643
1s-s2-t2,1s,2,SECONDARY,SELL,120,120.98599982261658,-0.3100000000004002,0.6299999999991996,-1.5100000000002183,-0.20499999999992724,-0.025,1.0084033613445378,True,-1.1857445427905997,-4.360479931548151,1079.0290002822876
