label,episode_id,window,interval,segment_id,engine,side,onset_pnl_inr,onset_entry_ts,policy_action,policy_entry_ts,policy_wait_sec,policy_predicted_ev_inr,policy_pnl_inr,episode_checkpoints
historical_walkforward,historical7d|1s|3|2|1754,historical7d,1s,3,SECONDARY,SELL,-5.6999999999982265,1790008743.9689999,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|2|1758,historical7d,1s,3,SECONDARY,SELL,-15.299999999999727,1790008913.96,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|2|1768,historical7d,1s,3,SECONDARY,SELL,-15.974999999997408,1790009331.992,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|2|1796,historical7d,1s,3,SECONDARY,SELL,31.012500000001637,1790010044.9539998,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|2|1819,historical7d,1s,3,SECONDARY,SELL,-15.487500000000411,1790010220.996,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|3|1714,historical7d,1s,3,MICRO,SELL,19.040625000000375,1790004086.949,SKIP,nan,nan,0.0,0.0,2
historical_walkforward,historical7d|1s|3|3|1715,historical7d,1s,3,MICRO,SELL,18.70312499999983,1790004092.957,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|3|1716,historical7d,1s,3,MICRO,SELL,11.774999999997817,1790004094.91,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|3|1717,historical7d,1s,3,MICRO,SELL,-8.137500000000273,1790004117.983,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|3|1733,historical7d,1s,3,MICRO,BUY,-7.200000000000273,1790006334.971,TAKE,1790006334.971,0.0,15.320015135329802,-7.200000000000273,1
historical_walkforward,historical7d|1s|3|3|1735,historical7d,1s,3,MICRO,BUY,-6.974999999998772,1790006336.977,TAKE,1790006336.977,0.0,11.134066254365596,-6.974999999998772,1
historical_walkforward,historical7d|1s|3|3|1828,historical7d,1s,3,MICRO,SELL,-15.562499999998636,1790010323.947,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|3|1830,historical7d,1s,3,MICRO,SELL,-1.2750000000005457,1790010341.962,SKIP,nan,nan,0.0,0.0,1
